Customer;Customer Plant;Vehicle Name;Sub Family;Customer PN;Spare or Original;Engine Nr;Production Date;Inservice Date;Repair Date;Customer Recording Date;Upload Date;KMS;Repair Country;Climate;Technical Factor;Total Warranty Cost €;Labor cost €;Material cost €;MIS;KM/Year
Make D;Site SC;MD TB;Alternators NRG NRG12;78875549;Original;KL4;2021-05-05;2021-09-23;2024-01-11;2024-01-19;2024-02-22;43593;BR;Tropical;1;110,8790676;13,9743324;96,9047352;28;18942
Make D;Site GR;MD OS;Alternators NRG NRG12;16342626;Original;GL4;2022-01-21;2022-06-03;2024-01-24;2024-01-31;2024-02-22;21030;BR;Tropical;1;341,4694248;39,4259292;302,0434956;20;12793
Make D;Site GR;MD OS;Alternators NRG NRG12;16342626;Original;GL4;2022-04-13;2022-03-21;2023-05-15;2023-05-23;2023-06-25;9521;BR;Tropical;1;327,5470131;38,73229916;288,8147139;14;8274
Make D;Site SC;MD TB;Alternators NRG NRG12;78875549;Original;GL4;2021-11-29;2021-11-25;2023-08-17;2023-09-14;2023-09-27;29415;BR;Tropical;1;135,7773981;38,90005214;96,87734595;21;17042
Make D;Site GR;MD OS;Alternators NRG NRG12;78875549;Original;GL4;2021-11-09;2021-10-22;2023-09-12;2023-09-15;2023-09-27;12652;BR;Tropical;1;148,39615;51,51880408;96,87734595;23;6693
Make D;Site GR;MD OS;Alternators NRG NRG12;78875549;Original;GL4;2022-06-06;2022-08-02;2024-01-24;2024-01-25;2024-02-22;29411;BR;Tropical;1;147,3177636;50,0893344;97,2284292;18;19880
Make D;Site GR;MD OS;Alternators NRG NRG12;16342626;Original;GL4;2021-12-16;2022-03-14;2023-02-07;2023-03-03;2023-03-28;9699;BR;Tropical;1;317,9217007;49,27103846;268,6506622;11;10728
Make D;Site GR;MD OS;Alternators NRG NRG12;78875549;Original;GL4;2021-11-17;2021-11-11;2023-03-06;2023-03-24;2023-04-21;26605;BR;Tropical;1;129,4866613;39,99976612;89,48689522;16;20231
Make D;Site SC;MD TB;Alternators NRG NRG12;16342626;Original;KL4;2022-04-27;2022-05-09;2023-05-04;2023-05-10;2023-05-30;13344;BR;Tropical;1;312,5983586;46,09479106;266,5035676;12;13529
Make D;Site GR;MD OH;Alternators NRG NRG12;78875549;Original;GL4;2021-12-17;2021-11-29;2023-02-22;2023-03-17;2023-03-28;7110;BR;Tropical;1;112,4802278;16,21319886;96,26702897;15;5767
Make D;Site SC;MD TB;Alternators NRG NRG12;16342626;Original;KL4;2022-10-27;2022-10-11;2023-05-09;2023-05-26;2023-06-25;16690;BR;Tropical;1;328,8517585;46,09479106;282,7569674;7;29009
Make D;Site RO;MD TB;Alternators NRG NRG12;16342626;Original;KL4;2023-02-03;2023-04-01;2023-08-29;2023-08-31;2023-09-27;6105;BR;Tropical;1;361,9550132;56,45819738;305,4968158;5;14856
Make D;Site SC;MD TB;Alternators NRG NRG12;78875549;Original;GL4;2021-12-04;2022-01-06;2023-11-27;2023-12-04;2023-12-14;22186;BR;Tropical;1;155,5442909;60,30719631;95,23709459;23;11736
Make D;Site GR;MD OS;Alternators NRG NRG12;16342626;Original;GL4;2021-11-18;2021-10-27;2023-03-21;2023-03-22;2023-04-21;10821;BR;Tropical;1;328,7026447;52,3762082;276,3264365;17;7744
Make D;Site GR;MD OH;Alternators NRG NRG12;78875549;Original;JLI;2023-01-13;2023-03-31;2023-06-29;2023-07-14;2023-08-24;3412;BR;Tropical;1;124,8920936;31,01566208;93,87643153;3;13838
Make D;Site SC;MD TB;Alternators NRG NRG12;78875549;Original;GL4;2022-09-22;2022-10-13;2023-07-10;2023-08-09;2023-08-24;9497;BR;Tropical;1;148,0420049;51,49084525;96,5511596;9;12839
Make D;Site SC;MD TB;Alternators NRG NRG12;78875549;Original;GL4;2021-12-03;2021-12-15;2023-08-07;2023-08-15;2023-09-27;22500;BR;Tropical;1;140,4931208;43,66237285;96,8307479;20;13688
Make D;Site GR;MD OS;Alternators NRG NRG12;16342626;Original;GL4;2021-12-09;2021-12-14;2023-03-09;2023-03-09;2023-03-28;15227;BR;Tropical;1;284,2045615;30,81993529;253,3846262;15;12351
Make D;Site SC;MD TB;Alternators NRG NRG12;16342626;Original;HL4;2021-12-15;2022-02-14;2023-09-07;2023-10-04;2023-10-26;25919;CL;Temperate;1;373,6324845;55,14413237;318,4883521;19;16597
Make D;Site GR;MD OS;Alternators NRG NRG12;16342626;Original;GL4;2022-01-10;2022-01-04;2023-03-30;2023-04-03;2023-04-21;12988;BR;Tropical;1;334,7697108;66,18787022;268,5818406;15;10535
Make D;Site SC;MD TB;Alternators NRG NRG12;16342626;Original;KL4;2022-08-18;2022-07-29;2023-07-24;2023-07-25;2023-08-24;10344;BR;Tropical;1;329,6159665;32,98209979;296,6338667;12;10488
Make D;Site GR;MD OH;Alternators NRG NRG12;16342626;Original;FL4;2022-01-06;2022-01-30;2023-07-24;2023-07-28;2023-08-24;24341;UY;Temperate;1;589,8753953;35,02309438;554,852301;18;16453
Make D;Site GR;MD OH;Alternators NRG NRG12;16342626;Original;GL4;2021-11-19;2021-12-01;2023-11-21;2023-11-29;2023-12-14;17018;BR;Tropical;1;332,7939535;38,41543242;294,3785211;24;8627
Make D;Site SC;MD TB;Alternators NRG NRG12;78875549;Original;GL4;2021-12-09;2021-12-14;2024-01-03;2024-01-30;2024-02-22;32773;BR;Tropical;1;140,991858;35,3936268;105,5982312;25;15950
Make D;Site SC;MD TB;Alternators NRG NRG12;78875549;Original;KL4;2022-07-26;2022-09-08;2023-07-05;2023-07-05;2023-07-27;13518;BR;Tropical;1;131,7792854;35,9736946;95,8055908;10;16447
Make D;Site GR;MD OS;Alternators NRG NRG12;78875549;Original;GL4;2021-11-10;2021-10-26;2023-12-15;2023-12-27;2024-01-25;29600;BR;Tropical;1;130,9758408;36,4479444;94,5278964;26;13851
Make D;Site GR;MD OH;Alternators NRG NRG12;78875549;Original;GL4;2023-03-10;2023-07-27;2024-01-23;2024-01-30;2024-02-22;12513;BR;Tropical;1;149,8055832;41,9322456;107,8733376;6;25374
Make D;Site GR;MD OS;Alternators NRG NRG12;16342626;Original;GL4;2022-01-24;2022-02-25;2024-01-16;2024-02-08;2024-02-22;26960;BR;Tropical;1;335,300742;27,8654292;307,4353128;23;14261
Make D;Site GR;MD OS;Alternators NRG NRG12;16342626;Original;FL4;2022-01-12;2022-02-16;2023-03-13;2023-03-21;2023-03-28;10696;CO;Tropical;1;375,3179104;34,05143197;341,2664784;13;10010
Make D;Site GR;MD OS;Alternators NRG NRG12;16342626;Original;JLI;2022-11-09;2022-11-02;2023-06-30;2023-07-03;2023-07-27;9500;BR;Tropical;1;340,7901789;40,08364261;300,7065363;8;14448
Make D;Site SC;MD TB;Alternators NRG NRG12;78875549;Original;KL4;2022-03-22;2022-04-02;2023-10-24;2023-10-24;2023-11-28;20293;BR;Tropical;1;123,9321738;29,38473033;94,54744345;19;12995
Make D;Site GR;MD OS;Alternators NRG NRG12;78875549;Original;GL4;2023-03-07;2023-03-19;2023-12-14;2023-12-14;2024-01-25;10000;BR;Tropical;1;130,957344;27,7452;103,212144;9;13519
Make D;Site SC;MD MB;Alternators NRG NRG12;78875549;Original;KL4;2023-02-27;2023-02-21;2023-11-18;2023-12-20;2024-01-25;6771;BR;Tropical;1;135,165366;38,6213184;96,5440476;9;9153
Make D;Site GR;MD OS;Alternators NRG NRG12;16342626;Original;GL4;2021-12-02;2021-12-04;2023-02-27;2023-02-27;2023-03-28;10998;BR;Tropical;1;294,8647861;26,30698303;268,5578031;15;8921
Make D;Site GR;MD OH;Alternators NRG NRG12;16342626;Original;GL4;2021-02-25;2021-03-13;2023-05-02;2023-05-11;2023-05-30;32769;BR;Tropical;1;327,9104779;46,09479106;281,8156868;26;15334
Make D;Site SC;MD TB;Alternators NRG NRG12;78875549;Original;GL4;2021-11-26;2021-12-02;2023-09-23;2023-09-25;2023-10-26;60011;BR;Tropical;1;146,3458358;51,51880408;94,82703175;22;33188
Make D;Site SC;MD TB;Alternators NRG NRG12;16342626;Original;GL4;2022-06-20;2022-06-16;2023-12-08;2023-12-15;2024-01-25;20919;BR;Tropical;1;323,046612;30,380994;292,665618;18;14140
Make D;Site GR;MD OH;Alternators NRG NRG12;78875549;Original;JLI;2023-04-25;2023-06-13;2024-01-09;2024-02-05;2024-02-22;11979;BR;Tropical;1;133,2416988;36,3554604;96,8862384;7;20821
Make D;Site SC;MD TB;Alternators NRG NRG12;78875549;Original;KL4;2021-03-25;2021-03-16;2023-03-06;2023-03-22;2023-04-21;21685;BR;Tropical;1;220,9306747;114,2304598;106,7002149;24;10993
Make D;Site GR;MD OH;Alternators NRG NRG12;16342626;Original;FL4;2021-12-03;2022-02-03;2023-05-29;2023-06-06;2023-06-25;9766;CO;Tropical;1;382,6631866;20,40062629;362,2625603;16;7426
Make D;Site GR;MD OS;Alternators NRG NRG12;16342626;Original;JLI;2023-07-14;2023-06-24;2023-12-21;2023-12-27;2024-01-25;32874;BR;Tropical;1;319,3749972;42,6073788;276,7676184;6;66661
Make D;Site GR;MD OS;Alternators NRG NRG12;78875549;Original;GL4;2022-01-12;2022-07-05;2023-03-02;2023-03-17;2023-03-28;16748;BR;Tropical;1;136,4285897;39,84583981;96,58274991;8;25471
Make D;Site GR;MD OH;Alternators NRG NRG12;16342626;Original;GL4;2021-12-14;2021-12-10;2023-02-03;2023-02-17;2023-03-28;14833;BR;Tropical;1;323,3911017;49,08532026;274,3057814;14;12891
Make D;Site GR;MD OH;Alternators NRG NRG12;78875549;Original;GL4;2021-12-17;2021-12-14;2023-02-07;2023-02-18;2023-03-28;27250;BR;Tropical;1;113,8824002;27,26343176;86,61896848;14;23682
Make D;Site SC;MD TB;Alternators NRG NRG12;78875549;Original;KL4;2022-07-22;2022-08-03;2023-05-30;2023-06-09;2023-06-25;11635;BR;Tropical;1;153,0373158;59,31931765;93,71799816;10;14156
Make D;Site GR;MD OS;Alternators NRG NRG12;16342626;Original;FL4;2021-11-05;2022-01-20;2023-12-11;2024-01-05;2024-01-25;23910;CO;Tropical;1;809,5771908;38,5103376;771,0668532;23;12648
Make D;Site SC;MD TB;Alternators NRG NRG12;16342626;Original;KL4;2023-02-23;2023-05-08;2023-12-04;2024-01-02;2024-01-25;21632;BR;Tropical;1;323,3980512;29,4376572;293,960394;7;37598
Make D;Site SC;MD TB;Alternators NRG NRG12;16342626;Original;KL4;2022-10-18;2022-11-17;2023-06-15;2023-06-29;2023-07-27;24491;BR;Tropical;1;323,5768592;38,54590696;285,0309522;7;42568
Make D;Site SC;MD TB;Alternators NRG NRG12;16342626;Original;KL4;2022-02-03;2022-01-17;2023-08-10;2023-08-15;2023-09-27;41841;BR;Tropical;1;347,407102;40,01840534;307,3886966;19;26793
Make D;Site GR;MD OH;Alternators NRG NRG12;16342626;Original;GL4;2022-06-13;2022-07-06;2023-11-28;2023-11-30;2023-12-14;38473;BR;Tropical;1;340,1005277;45,72200666;294,3785211;17;27535
Make D;Site GR;MD OH;Alternators NRG NRG12;16342626;Original;GL4;2021-12-16;2021-12-08;2023-06-01;2023-07-11;2023-07-27;22676;BR;Tropical;1;507,0799801;107,2593915;399,8205886;18;15327
Make D;Site GR;MD OS;Alternators NRG NRG12;78875549;Original;GL4;2022-06-08;2022-06-14;2023-12-06;2023-12-07;2023-12-14;20178;BR;Tropical;1;131,9656776;36,72858301;95,23709459;18;13639
Make D;Site GR;MD OS;Alternators NRG NRG12;16342626;Original;GL4;2022-11-10;2022-10-20;2023-04-18;2023-05-05;2023-05-30;10;BR;Tropical;1;316,6057909;46,09479106;270,5109999;6;20
Make D;Site SC;MD TB;Alternators NRG NRG12;78875549;Original;GL4;2021-05-10;2021-08-27;2023-08-17;2023-08-28;2023-09-27;27445;BR;Tropical;1;135,9451511;43,11251586;92,83263521;24;13913
Make D;Site GR;MD OS;Alternators NRG NRG12;78875549;Original;JLI;2023-07-14;2023-07-27;2023-11-24;2023-11-29;2023-12-14;3234;BR;Tropical;1;123,5034717;31,29525038;92,20822134;4;9837
Make D;Site GR;MD OS;Alternators NRG NRG12;78875549;Original;GL4;2021-12-17;2022-02-02;2023-02-27;2023-03-03;2023-03-28;16023;BR;Tropical;1;109,1373002;27,35629086;81,78100937;13;14996
Make D;Site GR;MD OH;Alternators NRG NRG12;16342626;Original;JLI;2023-01-27;2023-06-11;2023-07-11;2023-07-14;2023-08-24;213;BR;Tropical;1;314,5181983;34,00725689;280,5109414;1;2592
Make D;Site SC;MD TB;Alternators NRG NRG12;16342626;Original;GL4;2022-10-10;2022-10-20;2023-12-14;2023-12-14;2024-01-25;6330;BR;Tropical;1;332,0545536;39,3889356;292,665618;14;5501
Make D;Site GR;MD OS;Alternators NRG NRG12;16342626;Original;GL4;2021-11-17;2021-11-16;2024-01-05;2024-01-09;2024-02-22;44126;BR;Tropical;1;354,4356816;46,9263816;307,5093;26;20649
Make D;Site GR;MD OH;Alternators NRG NRG12;16342626;Original;JLI;2023-07-12;2023-09-17;2024-01-15;2024-02-02;2024-02-22;4330;BR;Tropical;1;325,173744;17,7384312;307,4353128;4;13170
Make D;Site GR;MD OH;Alternators NRG NRG12;78875549;Original;GL4;2022-05-30;2022-06-20;2023-10-13;2023-10-19;2023-11-28;8976;BR;Tropical;1;138,1166202;41,90096656;96,21565364;16;6826
Make D;Site SC;MD TB;Alternators NRG NRG12;16342626;Original;KL4;2022-05-18;2022-06-08;2023-10-31;2023-11-03;2023-11-28;26945;BR;Tropical;1;346,1116762;53,51320062;292,5984756;17;19284
Make D;Site SC;MD TB;Alternators NRG NRG12;78875549;Original;KL4;2021-03-22;2021-03-23;2023-05-12;2023-05-23;2023-06-25;21176;BR;Tropical;1;149,5704209;58,85333715;90,71708374;26;9909
Make D;Site GR;MD OH;Alternators NRG NRG12;16342626;Original;GL4;2021-03-25;2021-04-09;2023-07-28;2023-08-15;2023-09-27;18869;BR;Tropical;1;354,5925213;47,20382465;307,3886966;28;8199
Make D;Site SC;MD TB;Alternators NRG NRG12;78875549;Original;KL4;2022-09-26;2022-10-08;2023-08-04;2023-08-21;2023-09-27;23427;BR;Tropical;1;158,1351425;61,58398288;96,5511596;10;28503
Make D;Site RO;MD TB;Alternators NRG NRG12;16342626;Original;KL4;2023-03-23;2023-07-11;2023-10-09;2023-10-13;2023-11-28;6100;BR;Tropical;1;324,4808614;25,4425353;299,0383261;3;24739
Make D;Site GR;MD OH;Alternators NRG NRG12;16342626;Original;JLI;2021-09-08;2021-09-08;2023-03-02;2023-03-06;2023-03-28;20463;BR;Tropical;1;315,4980782;41,06229402;274,4357841;18;13831
Make D;Site GR;MD OH;Alternators NRG NRG12;16342626;Original;GL4;2022-04-12;2022-04-08;2023-05-03;2023-05-25;2023-06-25;5698;BR;Tropical;1;344,5180229;53,95122229;290,5668006;13;5333
Make D;Site GR;MD OS;Alternators NRG NRG12;78875549;Original;GL4;2022-06-22;2022-07-23;2023-08-17;2023-08-18;2023-09-27;40158;BR;Tropical;1;143,736345;44,21222984;99,52411519;13;37584
Make D;Site SC;MD TB;Alternators NRG NRG12;78875549;Original;KL4;2022-09-19;2023-01-20;2023-08-18;2023-08-25;2023-09-27;14800;BR;Tropical;1;151,5648174;52,61851806;98,94629937;7;25724
Make D;Site GR;MD OH;Alternators NRG NRG12;78875549;Original;GL4;2021-12-13;2021-12-07;2023-10-28;2023-10-31;2023-11-28;11400;BR;Tropical;1;119,5892355;30,4751247;89,11411082;23;6030
Make D;Site SC;MD TB;Alternators NRG NRG12;16342626;Original;HL4;2022-02-16;2022-05-21;2023-12-12;2023-12-19;2024-01-25;24067;CO;Tropical;1;785,42037;29,6503704;755,7699996;19;15411
Make D;Site GR;MD OH;Alternators NRG NRG12;16342626;Original;GL4;2021-12-10;2021-12-22;2023-03-17;2023-03-30;2023-04-21;18177;BR;Tropical;1;317,5097931;52,3762082;265,1335849;15;14744
Make D;Site SC;MD TB;Alternators NRG NRG12;16342626;Original;GL4;2022-01-28;2022-03-25;2023-04-19;2023-04-26;2023-05-30;14259;BR;Tropical;1;14,18444642;14,18444642;0;13;13345
Make D;Site GR;MD OS;Alternators NRG NRG12;78875549;Original;GL4;2021-11-18;2021-11-20;2023-10-11;2023-11-01;2023-11-28;30021;BR;Tropical;1;152,2637882;58,38735665;93,87643153;23;15881
Make D;Site GR;MD OS;Alternators NRG NRG12;78875549;Original;GL4;2023-04-12;2023-04-05;2023-12-01;2023-12-04;2023-12-14;9390;BR;Tropical;1;157,5946051;60,30719631;97,28740879;8;14281
Make D;Site SC;MD TB;Alternators NRG NRG12;78875549;Original;GL4;2021-12-07;2022-02-07;2023-12-29;2024-01-05;2024-01-25;13000;BR;Tropical;1;147,8449224;51,189894;96,6550284;23;6877
Make D;Site GR;MD OS;Alternators NRG NRG12;78875549;Original;GL4;2022-08-15;2022-11-13;2023-10-09;2023-10-09;2023-10-26;17850;BR;Tropical;1;118,1726548;27,74447897;90,42817583;11;19743
Make D;Site GR;MD OS;Alternators NRG NRG12;16342626;Original;GL4;2022-02-16;2022-04-15;2023-11-06;2023-11-13;2023-11-28;5021;BR;Tropical;1;324,8350066;38,41543242;286,4195741;19;3215
Make D;Site SC;MD TB;Alternators NRG NRG12;16342626;Original;KL4;2022-08-24;2022-08-10;2023-02-06;2023-02-14;2023-02-24;11094;BR;Tropical;1;343,1608041;74,60300094;268,5578031;6;22496
Make D;Site SC;MD TB;Alternators NRG NRG12;16342626;Original;GL4;2022-04-19;2022-05-12;2023-03-08;2023-03-09;2023-03-28;4144;BR;Tropical;1;370,2106599;94,88342838;275,3272315;10;5042
Make D;Site SC;MD TB;Alternators FG FGN12;57412627;Original;GL4;2021-12-06;2021-12-06;2023-03-01;2023-03-16;2023-03-28;10001;BR;Tropical;1;398,3191095;81,07528021;317,2438292;15;8112
Make D;Site SC;MD TB;Alternators FG FGN12;57412627;Original;GL4;2021-05-12;2021-08-19;2023-04-11;2023-04-24;2023-05-30;5000;BR;Tropical;1;360,0072147;40,40050935;319,6067053;20;3042
Make D;Site SC;MD TB;Alternators NRG NRG12;16342626;Original;KL4;2022-12-13;2022-12-10;2023-03-10;2023-03-15;2023-03-28;4853;BR;Tropical;1;335,0727764;66,42211423;268,6506622;3;19682
Make D;Site GR;MD OS;Alternators NRG NRG12;78875549;Original;GL4;2022-01-27;2022-04-27;2023-06-21;2023-07-19;2023-08-24;19575;BR;Tropical;1;144,7987806;50,92234904;93,87643153;14;17012
Make D;Site SC;MD TB;Alternators NRG NRG12;78875549;Original;KL4;2021-05-27;2021-10-18;2023-08-09;2023-08-11;2023-08-24;37872;BR;Tropical;1;158,3960916;52,61851806;105,7775735;22;20944
Make D;Site RO;MD TB;Alternators NRG NRG12;16342626;Original;KL4;2023-02-10;2023-04-02;2023-08-30;2023-09-14;2023-09-27;19861;BR;Tropical;1;338,5255136;38,68570111;299,8398125;5;48328
Make D;Site GR;MD OS;Alternators NRG NRG12;16342626;Original;JLI;2023-04-28;2023-05-08;2023-12-04;2023-12-29;2024-01-25;21385;BR;Tropical;1;354,7963692;54,8615088;299,9348604;7;37169
Make D;Site GR;MD OH;Alternators NRG NRG12;16342626;Original;FL4;2021-11-10;2022-02-04;2023-08-28;2023-09-12;2023-09-27;41836;CO;Tropical;1;441,153059;37,72578128;403,4272777;19;26790
Make D;Site GR;MD OH;Alternators NRG NRG12;16342626;Original;JLI;2021-08-23;2021-09-20;2024-01-08;2024-01-09;2024-02-22;45148;BR;Tropical;1;311,8837932;27,9579132;283,92588;28;19618
Make D;Site GR;MD OS;Alternators NRG NRG12;16342626;Original;GL4;2021-12-18;2022-01-08;2023-12-29;2024-01-23;2024-02-22;20270;BR;Tropical;1;328,2164676;27,9579132;300,2585544;24;10276
Make D;Site SC;MD TB;Alternators NRG NRG12;16342626;Original;KL4;2022-02-24;2022-03-13;2023-07-06;2023-07-20;2023-08-24;21497;BR;Tropical;1;361,6847445;55,83378351;305,850961;16;16347
Make D;Site RO;MD TB;Alternators NRG NRG12;16342626;Original;KL4;2022-11-25;2023-01-02;2023-08-30;2023-09-05;2023-09-27;15556;BR;Tropical;1;350,0072732;47,23178348;302,7754897;8;23658
Make D;Site SC;MD TB;Alternators NRG NRG12;16342626;Original;GL4;2022-01-20;2022-01-28;2023-12-19;2024-01-09;2024-02-22;19000;BR;Tropical;1;348,8773932;54,9169992;293,960394;23;10051
Make D;Site SC;MD TB;Alternators NRG NRG12;78875549;Original;KL4;2022-04-01;2022-05-29;2023-05-24;2023-05-26;2023-06-25;18876;BR;Tropical;1;100,2137663;9,49668259;90,71708374;12;19138
Make D;Site GR;MD OS;Alternators NRG NRG12;16342626;Original;GL4;2021-12-17;2022-01-05;2023-09-27;2023-09-30;2023-10-26;16121;BR;Tropical;1;333,3251713;38,68570111;294,6394701;21;9340
Make D;Site SC;MD TB;Alternators NRG NRG12;16342626;Original;GL4;2022-01-20;2022-01-20;2024-01-10;2024-01-16;2024-02-22;24123;BR;Tropical;1;331,4811528;29,4376572;302,0434956;24;12229
Make D;Site RO;MD TB;Alternators NRG NRG12;78875549;Original;KL4;2023-06-13;2023-06-27;2024-01-23;2024-01-24;2024-02-22;9854;BR;Tropical;1;139,3548912;41,9322456;97,4226456;7;17127
Make D;Site SC;MD TB;Alternators FG FGN12;57412627;Original;KL4;2021-05-24;2021-09-14;2023-03-08;2023-03-16;2023-03-28;17557;BR;Tropical;1;410,957233;94,88342838;316,0738046;18;11867
Make D;Site SC;MD TB;Alternators NRG NRG12;78875549;Original;KL4;2022-01-18;2022-02-02;2023-11-24;2023-11-29;2023-12-14;32846;BR;Tropical;1;134,1091879;41,91028617;92,19890173;22;18165
Make D;Site GR;MD OS;Alternators NRG NRG12;16342626;Original;GL4;2021-11-04;2021-11-20;2023-02-13;2023-03-13;2023-03-28;18348;BR;Tropical;1;311,6444255;42,09303003;269,5513955;15;14882
Make D;Site SC;MD MB;Alternators NRG NRG12;16342626;Original;KL4;2023-02-23;2023-03-04;2023-10-30;2023-11-04;2023-11-28;11657;BR;Tropical;1;329,9328332;38,41543242;291,5174008;8;17728
Make D;Site GR;MD OS;Alternators NRG NRG12;78875549;Original;GL4;2023-03-02;2023-03-04;2023-11-29;2023-12-11;2024-01-25;5050;BR;Tropical;1;144,5617404;50,033844;94,5278964;9;6827
Make D;Site GR;MD OS;Alternators NRG NRG12;78875549;Original;GL4;2021-12-10;2021-12-04;2024-01-23;2024-01-30;2024-02-22;67012;BR;Tropical;1;147,3177636;50,0893344;97,2284292;26;31358
Make D;Site GR;MD OS;Alternators NRG NRG12;16342626;Original;GL4;2021-12-14;2021-12-30;2023-02-23;2023-02-28;2023-03-28;20569;BR;Tropical;1;297,5484141;28,99061102;268,5578031;14;17875
Make D;Site GR;MD OH;Alternators NRG NRG12;78875549;Original;GL4;2021-12-08;2022-01-14;2023-05-09;2023-05-15;2023-05-30;13886;BR;Tropical;1;151,8164469;58,85333715;92,96310975;16;10559
Make D;Site GR;MD OS;Alternators NRG NRG12;78875549;Original;GL4;2023-04-26;2023-05-12;2023-11-08;2023-11-16;2023-11-28;24391;BR;Tropical;1;118,9648217;27,06414744;91,90067421;6;49460
Make D;Site GR;MD OH;Alternators NRG NRG12;16342626;Original;GL4;2021-12-18;2022-01-23;2023-11-14;2023-11-20;2023-12-14;23619;BR;Tropical;1;319,2339209;27,5860456;291,6478753;22;13062
Make D;Site SC;MD TB;Alternators NRG NRG12;16342626;Original;HL4;2021-12-15;2022-03-03;2024-01-22;2024-02-09;2024-02-22;22400;CL;Temperate;1;378,49077;55,397916;323,092854;23;11849
Make D;Site GR;MD OS;Alternators NRG NRG12;78875549;Original;GL4;2021-12-07;2021-12-18;2023-03-13;2023-03-23;2023-04-21;13054;BR;Tropical;1;121,8445811;34,79010413;87,05447701;15;10588
Make D;Site SC;MD TB;Alternators NRG NRG12;78875549;Original;KL4;2022-08-05;2022-10-06;2023-04-04;2023-05-02;2023-05-30;8057;BR;Tropical;1;142,0122172;49,04910743;92,96310975;6;16338
Make D;Site GR;MD OH;Alternators NRG NRG12;16342626;Original;GL4;2021-10-20;2021-10-07;2023-10-27;2023-11-09;2023-11-28;2864;BR;Tropical;1;331,013908;38,41543242;292,5984756;25;1394
Make D;Site GR;MD OS;Alternators NRG NRG12;78875549;Original;GL4;2021-08-30;2021-09-21;2024-01-09;2024-01-11;2024-02-22;22015;BR;Tropical;1;135,8867412;38,658312;97,2284292;28;9566
Make D;Site SC;MD TB;Alternators NRG NRG12;78875549;Original;GL4;2021-03-25;2021-03-29;2023-12-14;2024-01-12;2024-02-22;24072;BR;Tropical;1;156,5569152;59,9018868;96,6550284;33;8875
Make D;Site GR;MD OH;Alternators NRG NRG12;16342626;Original;FL4;2023-01-18;2023-04-23;2023-10-20;2023-11-07;2023-11-28;17716;CO;Tropical;1;870,5354505;49,31937612;821,2160744;6;35924
Make D;Site SC;MD MB;Alternators NRG NRG12;16342626;Original;KL4;2023-03-15;2023-03-29;2024-01-23;2024-01-23;2024-02-22;65546;BR;Tropical;1;360,4471416;59,4117216;301,03542;10;79748
Make D;Site SC;MD TB;Alternators NRG NRG12;78875549;Original;GL4;2022-01-14;2022-01-17;2023-04-12;2023-04-13;2023-04-21;14755;BR;Tropical;1;99,85962115;12,12481261;87,73480854;15;11968
Make D;Site SC;MD TB;Alternators NRG NRG12;63882630;Original;KL4;2022-08-04;2022-08-07;2023-10-31;2023-11-03;2023-11-28;10231;BR;Tropical;1;95,60055938;6,98038789;88,62017149;15;8298
Make D;Site SC;MD TB;Alternators NRG NRG12;16342626;Original;HL4;2021-12-16;2022-01-09;2023-10-31;2023-11-14;2023-11-28;19556;CO;Tropical;1;748,9984165;21,32326768;727,6751488;22;10815
Make D;Site SC;MD TB;Alternators NRG NRG12;16342626;Original;GL4;2022-05-23;2022-06-02;2023-11-24;2023-12-07;2023-12-14;8299;BR;Tropical;1;351,1908636;55,28392652;295,9069371;18;5610
Make D;Site GR;MD OS;Alternators NRG NRG12;16342626;Original;FL4;2022-01-12;2022-02-26;2023-12-18;2024-01-05;2024-01-25;20899;CO;Tropical;1;809,5771908;38,5103376;771,0668532;22;11558
Make D;Site GR;MD OS;Alternators NRG NRG12;78875549;Original;GL4;2022-06-13;2022-07-05;2023-12-27;2024-01-09;2024-02-22;20308;BR;Tropical;1;164,8434816;59,9018868;104,9415948;18;13727
Make D;Site GR;MD OH;Alternators NRG NRG12;16342626;Original;GL4;2022-06-07;2022-06-09;2023-07-04;2023-07-08;2023-07-27;10007;BR;Tropical;1;314,5181983;34,00725689;280,5109414;13;9366
Make D;Site GR;MD OH;Alternators NRG NRG12;16342626;Original;JLI;2022-08-15;2022-08-07;2023-07-03;2023-07-28;2023-08-24;17151;BR;Tropical;1;326,9971561;30,36328938;296,6338667;11;18970
Make D;Site GR;MD OH;Alternators NRG NRG12;16342626;Original;JLI;2022-08-04;2022-08-20;2023-08-15;2023-08-25;2023-09-27;17967;BR;Tropical;1;356,4564433;47,20382465;309,2526186;12;18217
Make D;Site RO;MD TB;Alternators NRG NRG12;16342626;Original;KL4;2023-03-01;2023-06-23;2023-08-22;2023-08-30;2023-09-27;2097;BR;Tropical;1;342,8125342;36,42103588;306,3914984;2;12757
Make D;Site GR;MD OH;Alternators NRG NRG12;16342626;Original;FL4;2021-11-03;2022-02-18;2023-10-11;2023-11-17;2023-11-28;23515;CL;Temperate;1;339,6531865;35,25608463;304,3971018;20;14305
Make D;Site GR;MD OS;Alternators NRG NRG12;78875549;Original;GL4;2022-02-18;2022-03-16;2024-01-05;2024-01-06;2024-01-25;33587;BR;Tropical;1;123,5031336;32,1104448;91,3926888;22;18575
